
## МОНТАЖ ВОЗДУХОВОДОВ
ВК01.01	Монтаж круглого воздуховода Ø до 100 мм	пог.м.	330-460
ВК07.23	Составление исполнительной документации по системе вентиляции (схемы, паспорт системы)  (Паспорт системы вентиляции — обязательный документ для сдачи объекта надзорным органам и управляющей компании)	шт.	6500-16000
ВК07.24	Подключение вентиляционной установки к системе диспетчеризации по протоколу Modbus RTU/TCP  (Включает настройку адреса устройства, карты регистров и проверку обмена данными с диспетчерским ПО)	шт.	10400-18000
ВК07.25	Подключение вентиляционной установки к системе BMS по протоколу BACnet IP/MSTP или KNX  (Интеграция в BMS-платформы (Tridium, Siemens Desigo, Honeywell и др.); требует программирования контроллера)	шт.	16000-26000
ВК07.26	Настройка и программирование контроллера автоматики вентиляции (ПЛК, DDC)  (Программирование алгоритмов управления, защит, аварийных блокировок и расписания работы)	шт.	13000-29000
ВК07.27	Интеграция системы вентиляции в приложение «Умный дом» (Wirenboard, Home Assistant и аналоги)  (Востребовано в частном строительстве; включает настройку MQTT/API и мобильного интерфейса управления)	шт.	10400-21000

## МОНТАЖ НАСТЕННЫХ СПЛИТ-СИСТЕМ
ВК08.01	Монтаж настенной сплит-системы мощностью до 2,5 кВт (модель 07, до 25 м²)  (Базовый монтаж включает: установку внутреннего и наружного блоков, прокладку фреоновой трассы до 5 м, подключение электропитания, вакуумирование, пробный пуск)	компл.	14000-20000
ВК08.02	Монтаж настенной сплит-системы мощностью 2,5–3,5 кВт (модель 09, до 35 м²)  (Базовый монтаж включает: установку внутреннего и наружного блоков, прокладку фреоновой трассы до 5 м, подключение электропитания, вакуумирование, пробный пуск)	компл.	16000-22000
ВК08.03	Монтаж настенной сплит-системы мощностью 3,5–5,0 кВт (модель 12–18, до 50 м²)  (Базовый монтаж включает: установку внутреннего и наружного блоков, прокладку фреоновой трассы до 5 м, подключение электропитания, вакуумирование, пробный пуск)	компл.	18000-25000
ВК08.04	Монтаж настенной сплит-системы мощностью 5,0–7,0 кВт (модель 18–24, до 70 м²)  (Базовый монтаж включает: установку внутреннего и наружного блоков, прокладку фреоновой трассы до 5 м, подключение электропитания, вакуумирование, пробный пуск)	компл.	22000-30000
ВК08.05	Монтаж настенной сплит-системы мощностью 7,0–9,0 кВт (модель 24–28, до 90 м²)  (Базовый монтаж включает: установку внутреннего и наружного блоков, прокладку фреоновой трассы до 5 м, подключение электропитания, вакуумирование, пробный пуск)	компл.	26000-35000
ВК08.06	Монтаж настенной сплит-системы мощностью 9,0–12,0 кВт (модель 28–36, до 120 м²)  (Базовый монтаж включает: установку внутреннего и наружного блоков, прокладку фреоновой трассы до 5 м, подключение электропитания, вакуумирование, пробный пуск)	компл.	31000-43000
ВК08.07	Монтаж наружного блока на стандартный кронштейн (фасад здания, высота до 3 м)  (Входит в стоимость базового монтажа)	шт.	0
ВК08.08	Наценка за монтаж наружного блока на высоте 3–8 м (без автовышки, с применением стремянки)  (Работа с выносом за фасад на высоте требует страховки и дополнительного монтажника)	шт.	2600-4600
ВК08.09	Наценка за монтаж наружного блока на кровле или техническом этаже  (Подъём блока на кровлю, установка на антивандальную раму или виброоснование)	шт.	4600-7800
ВК08.10	Монтаж наружного блока на нестандартное крепление (балконное ограждение, через теплоизоляцию стены)	шт.	2000-3900
ВК08.11	Монтаж защитного козырька над наружным блоком от снега и наледи  (без козырька наружный блок забивается снегом и выходит из строя зимой)	шт.	3300-5200
ВК08.12	Монтаж антивандальной защитной решётки (клетки) на наружный блок  (применяется на первых этажах, в подвалах и публичных пространствах)	шт.	5900-9100
ВК08.13	Установка виброизолирующих подкладок под наружный блок  (Снижает передачу вибрации на строительные конструкции)	компл.	1040-1800
ВК08.14	Прокладка фреоновой трассы открытым способом в декоративном коробе 60×60 мм (сверх 5 м)  (Включает монтаж короба, укладку труб и дренажа; первые 5 м входят в стоимость базового монтажа)	пог.м.	1040-1600
ВК08.15	Прокладка фреоновой трассы скрытым способом в штробе или за отделкой (сверх 5 м)  (Скрытая прокладка — трудоёмкий вид работ; требует теплоизоляции труб и последующей заделки штробы; первые 5 м входят в стоимость базового монтажа)	пог.м.	2000-3300
ВК08.16	Наценка за монтаж инверторной сплит-системы премиум-класса (Daikin, Mitsubishi Electric, Toshiba)  (Оборудование премиум-класса требует более тщательной настройки, вакуумирования и работы с сервисным меню)	шт.	2600-5200
ВК08.17	Наценка за монтаж в чистовом помещении (с защитой отделки, уборкой после монтажа)  (Работа в готовом ремонте: защитные плёнки на мебель и пол, уборка, минимизация загрязнений)	шт.	2000-3900
ВК08.18	Наценка за перенос ранее установленного наружного блока на новое место  (Демонтаж со старого места, вакуумирование, перекладка трассы, повторный монтаж и пуск)	шт.	5200-9100
ВК08.19	Вакуумирование фреоновой системы перед пуском (включая проверку герметичности)  (Обязательная процедура перед заправкой фреоном; без вакуумирования срок службы компрессора сокращается в разы)	усл.	2600-4600
ВК08.20	Пробный пуск, проверка режимов работы и сдача системы заказчику  (Проверка всех режимов (охлаждение, обогрев, вентиляция, авторежим), замер температуры воздуха, инструктаж заказчика)	усл.	2000-3300
ВК08.21	Дозаправка системы фреоном R-32 или R-410A (при трассе свыше 7,5 м)	усл.	2600-4600
ВК08.22	аправка системы фреоном R-32 или R-410A по весу (при замене хладагента или после ремонта)  (Цена за 1 кг хладагента с работой по заправке; объём заправки определяется по паспорту оборудования)	кг.	2300-3600
ВК08.23	Проверка и регулировка электрических параметров: замер токов, напряжения, сопротивления изоляции  (Обязательна при сдаче коммерческого объекта; оформляется протоколом электрических измерений)	усл.	2000-3300

## МОНТАЖ МУЛЬТИ-СПЛИТ СИСТЕМ
ВК09.01	Монтаж мульти-сплит системы 2×1: наружный блок до 4,0 кВт + 2 настенных блока по 07 (до 2,5 кВт каждый)  (комплект включает монтаж обоих внутренних блоков, наружного блока и двух независимых фреоновых трасс до 5 м каждая)	компл.	29000-39000
ВК09.02	Монтаж мульти-сплит системы 2×1: наружный блок до 5,0 кВт + 2 настенных блока по 09 (до 2,8 кВт каждый)  (комплект включает монтаж обоих внутренних блоков, наружного блока и двух независимых фреоновых трасс до 5 м каждая)	компл.	33000-44000
ВК09.03	Монтаж мульти-сплит системы 2×1: наружный блок до 6,0 кВт + 2 настенных блока по 12 (до 3,5 кВт каждый)  (комплект включает монтаж обоих внутренних блоков, наружного блока и двух независимых фреоновых трасс до 5 м каждая)	компл.	36000-49000
ВК09.04	Монтаж мульти-сплит системы 2×1 со смешанными типами внутренних блоков (настенный + кассетный / канальный)  (Смешанная конфигурация значительно сложнее: разные типы блоков требуют разного способа монтажа и прокладки трасс)	компл.	42000-60000
ВК09.05	Монтаж мульти-сплит системы 3×1: наружный блок до 7,0 кВт + 3 настенных блока по 07–09  (три независимых трассы, три внутренних блока — объём работ в 1,5 раза больше двухблочной системы)	компл.	43000-59000
ВК09.06	Монтаж мульти-сплит системы 3×1: наружный блок до 9,0 кВт + 3 настенных блока по 12	компл.	49000-68000
ВК09.07	Монтаж мульти-сплит системы 3×1 со смешанными типами внутренних блоков  (Наружный блок до 10 кВт; внутренние блоки разных типов (настенный, кассетный, канальный))	компл.	57000-81000
ВК09.08	Монтаж мульти-сплит системы 4×1: наружный блок до 10,0 кВт + 4 настенных блока по 07–09  (четыре трассы, четыре внутренних блока, сложная развязка у наружного блока)	компл.	60000-85000
ВК09.09	Монтаж мульти-сплит системы 4×1: наружный блок до 12,0 кВт + 4 блока по 09–12 (смешанные типы)	компл.	72000-101000
ВК09.10	Монтаж мульти-сплит системы 5×1: наружный блок до 14,0 кВт + 5 внутренних блоков  (Максимальная конфигурация мульти-сплит; при большем количестве помещений рекомендуется переход на VRF-систему)	компл.	85000-124000
ВК09.11	Наценка за каждый дополнительный метр фреоновой трассы (сверх 5 м на каждую ветку)  (Оплачивается отдельно для каждой ветки: при 3 блоках и трассах по 8 м — доплата за 3×3 м дополнительных)	пог.м.	1170-1800
ВК09.12	Наценка за прокладку фреоновой трассы скрытым способом (штроба, за отделкой) — за одну ветку  (Скрытая прокладка каждой ветки оплачивается отдельно — трудоёмкость кратно выше открытого монтажа)	пог.м.	2000-3300
ВК09.13	Наценка за монтаж наружного блока мульти-сплит на кровле или высоте свыше 3 м  (Наружный блок мульти-системы тяжелее одиночного; подъём и установка требуют дополнительного монтажника)	шт.	4600-8500
ВК09.14	Монтаж защитного козырька и антивандальной решётки на наружный блок мульти-системы  (наружный блок мульти-сплит крупнее одиночного — требует более мощной конструкции защиты)	шт.	7200-11100
ВК09.15	Установка виброизолирующих подкладок под наружный блок мульти-сплит системы  (Наружный блок мульти-системы работает с повышенной нагрузкой — виброизоляция особенно важна)	компл.	1600-2600
ВК09.16	Вакуумирование всех контуров мульти-сплит системы перед пуском  (Вакуумируются все ветки одновременно через общий коллектор; время процедуры больше, чем для одиночной системы)	усл.	4600-7200
ВК09.17	Проверка герметичности системы азотом под давлением (опрессовка)  (Рекомендуется при суммарной длине трасс свыше 15 м или при скрытой прокладке; исключает утечки до заправки фреона)	усл.	3300-5200
ВК09.18	Пробный пуск, проверка всех внутренних блоков и сдача мульти-системы заказчику  (Проверка каждого внутреннего блока во всех режимах; замер токов наружного блока; инструктаж заказчика)	усл.	3900-6500
ВК09.19	Дозаправка системы фреоном R-32 или R-410A при суммарной длине трасс свыше 15 м  (мульти-системы требуют большего объёма дозаправки, чем одиночные сплит-системы)	усл.	3300-5900

## МОНТАЖ КАССЕТНЫХ, НАПОЛЬНО-ПОТОЛОЧНЫХ СИСТЕМ
ВК10.01	Монтаж кассетного кондиционера 4-поточного мощностью до 3,5 кВт (модель 12)  (монтаж включает установку кассетного блока в подвесной потолок, монтаж наружного блока, прокладку трассы до 5 м, подключение дренажа)	компл.	21000-29000
ВК10.02	Монтаж кассетного кондиционера 4-поточного мощностью 3,5–5,0 кВт (модели 12–18)  (монтаж включает установку кассетного блока в подвесной потолок, монтаж наружного блока, прокладку трассы до 5 м, подключение дренажа)	компл.	25000-34000
ВК10.03	Монтаж кассетного кондиционера 4-поточного мощностью 5,0–7,0 кВт (модели 18–24)  (монтаж включает установку кассетного блока в подвесной потолок, монтаж наружного блока, прокладку трассы до 5 м, подключение дренажа)	компл.	30000-42000
ВК10.04	Монтаж кассетного кондиционера 4-поточного мощностью 7,0–10,0 кВт (модели 24–36)  (монтаж включает установку кассетного блока в подвесной потолок, монтаж наружного блока, прокладку трассы до 5 м, подключение дренажа)	компл.	36000-49000
ВК10.05	Монтаж кассетного кондиционера 4-поточного мощностью 10,0–14,0 кВт (модели 36–48)  (монтаж включает установку кассетного блока в подвесной потолок, монтаж наружного блока, прокладку трассы до 5 м, подключение дренажа)	компл.	44000-60000
ВК10.06	Монтаж кассетного кондиционера 4-поточного мощностью 14,0–18,0 кВт (модели 48–60)  (монтаж включает установку кассетного блока в подвесной потолок, монтаж наружного блока, прокладку трассы до 5 м, подключение дренажа)	компл.	55000-75000
ВК10.07	Монтаж кассетного кондиционера 4-поточного мощностью 18,0–22,0 кВт (модель 72)  (монтаж включает установку кассетного блока в подвесной потолок, монтаж наружного блока, прокладку трассы до 5 м, подключение дренажа; тяжёлое оборудование, монтаж с прим	компл.	72000-98000
ВК10.08	Монтаж мини-кассетного (1-поточного) кондиционера мощностью до 3,5 кВт (модель 09–12)  (Мини-кассеты (Mitsubishi Electric SLZ, Daikin FLKS и аналоги) — отдельный класс; монтируются в ячейках потолка Armstrong или в нишах, трудоёмкость сопоставима с 4	компл.	18000-25000
ВК10.09	Монтаж мини-кассетного (1-поточного) кондиционера мощностью 3,5–7,0 кВт (модель 12–24)  (Мини-кассеты (Mitsubishi Electric SLZ, Daikin FLKS и аналоги) — отдельный класс; монтируются в ячейках потолка Armstrong или в нишах, трудоёмкость сопоставима с	компл.	23000-33000
ВК10.10	Монтаж декоративной панели к кассетному блоку (при поставке панели отдельно)  (Декоративные панели ряда производителей поставляются отдельно и монтируются после установки кассеты; включает подключение и регулировку)	шт.	3300-5200
ВК10.11	Монтаж напольно-потолочного кондиционера мощностью до 3,5 кВт (модель 09–12)  (Монтаж включает: установку внутреннего блока на кронштейны (потолочный) или напольные ноги, монтаж наружного блока, трассу до 5 м, подключение дренажа и электропитания)	компл.	18000-25000
ВК10.12	Монтаж напольно-потолочного кондиционера мощностью 3,5–7,0 кВт (модели 12–24)  (Монтаж включает: установку внутреннего блока на кронштейны (потолочный) или напольные ноги, монтаж наружного блока, трассу до 5 м, подключение дренажа и электропитания)	компл.	25000-35000
ВК10.13	Монтаж напольно-потолочного кондиционера мощностью 7,0–14,0 кВт (модели 24–48)  (Монтаж включает: установку внутреннего блока на кронштейны (потолочный) или напольные ноги, монтаж наружного блока, трассу до 5 м, подключение дренажа и электропитания)	компл.	34000-47000
ВК10.14	Монтаж напольно-потолочного кондиционера мощностью 14,0–22,0 кВт (модели 48–72)  (Монтаж включает: установку внутреннего блока на кронштейны (потолочный) или напольные ноги, монтаж наружного блока, трассу до 5 м, подключение дренажа и электропитания.	компл.	49000-70000
ВК10.15	Монтаж напольного (консольного) блока кондиционера без подвеса к потолку  (Напольная установка — проще потолочной; применяется в помещениях без подвесного потолка и там, где нельзя сверлить несущее перекрытие)	компл.	17000-23000
ВК10.16	Монтаж межпотолочного кронштейна (крепление кассетного блока к перекрытию через подвесной потолок)  (При высоте межпотолочного пространства менее 300 мм или при тяжёлых перекрытиях требуется усиленный кронштейн и отдельный монтаж)	компл.	4600-7200
ВК10.17	Наценка за монтаж в подвесном потолке типа Armstrong или Грильято (вырезка проёма, подгонка)  (Требуется точная разметка и вырезка ячейки с сохранением потолочных профилей)	шт.	2600-4600
ВК10.18	Наценка за монтаж кассетного или напольно-потолочного блока на высоте свыше 3,5 м  (Требуется строительная тура или автовышка (оплачивается отдельно по разделу 3.2); наценка — за увеличенное время и сложность работы на высоте)	шт.	3900-7200
ВК10.19	Наценка за прокладку фреоновой трассы и дренажа сверх 5 м (за каждый дополнительный пог.м.)  (Для кассетных систем трасса чаще идёт по межпотолочному пространству — сложнее, чем открытая прокладка)	пог.м.	1300-2100
ВК10.20	Монтаж встроенной дренажной помпы (если не входит в комплект блока)  (Кассетные блоки, как правило, имеют встроенную помпу; для напольно-потолочных помпа часто является отдельной опцией)	шт.	5900-9100
ВК10.21	Монтаж адаптера подключения свежего воздуха (приточного патрубка) к кассетному блоку  (Опция ряда производителей (Mitsubishi Electric, Daikin): позволяет подать свежий воздух с улицы через кассетный блок)	шт.	4600-7200
ВК10.22	Монтаж проводного пульта управления (вместо инфракрасного)  (особенно актуальна для кассетных систем, где пульт недоступен)	шт.	2000-3300
ВК10.23	Вакуумирование системы и проверка герметичности перед пуском  (Обязательная процедура; для кассетных систем нередко выполняется со стороны межпотолочного пространства — доступ сложнее, чем при настенном блоке)	усл.	3300-5200
ВК10.24	Проверка работы встроенной дренажной помпы и дренажной системы  (Отдельная проверка дренажа кассетного блока — неисправность помпы приводит к затоплению потолка)	усл.	1600-2600
ВК10.25	Пробный пуск, проверка всех режимов работы и сдача системы заказчику  (Проверка всех режимов, замер рабочих токов, регулировка жалюзи, инструктаж заказчика по обслуживанию и чистке фильтров)	усл.	2600-4600
ВК10.26	Дозаправка системы фреоном R-32 или R-410A при длине трассы свыше 7,5 м  (для кассетных систем длина трассы в межпотолочном пространстве нередко превышает стандартные 7,5 м)	усл.	2600-4600

## МОНТАЖ КОЛОННЫХ СПЛИТ-СИСТЕМ
ВК11.01	Монтаж колонного кондиционера мощностью до 8,5 кВт (модель 03, площадь до 80 м²)  (Монтаж включает: установку колонного блока на пол с выравниванием по уровню, монтаж наружного блока, трассу до 5 м, дренаж, подключение электропитания)	компл.	34000-47000
ВК11.02	Монтаж колонного кондиционера мощностью 8,5–14,0 кВт (модель 05, площадь до 130 м²)  (Монтаж включает: установку колонного блока на пол с выравниванием по уровню, монтаж наружного блока, трассу до 5 м, дренаж, подключение электропитания. Наружный бло	компл.	43000-60000
ВК11.03	Монтаж колонного кондиционера мощностью 14,0–22,0 кВт (модель 07–08, площадь до 200 м²)  (Монтаж включает: установку колонного блока на пол с выравниванием по уровню, монтаж наружного блока, трассу до 5 м, дренаж, подключение электропитания. Внутренн	компл.	60000-85000
ВК11.04	Монтаж колонного кондиционера мощностью 22,0–30,0 кВт (модель 10, площадь до 250 м²)  (Монтаж включает: установку колонного блока на пол с выравниванием по уровню, монтаж наружного блока, трассу до 5 м, дренаж, подключение электропитания. Монтаж треб	компл.	78000-111000
ВК11.05	Наценка за прокладку фреоновой трассы сверх 5 м (за каждый дополнительный пог.м.)  (Колонные системы чаще всего устанавливаются в центре зала, вдали от наружной стены — трасса нередко превышает 10–15 м. Цена выше, чем для настенных систем, из-за боль	пог.м.	1600-2500
ВК11.06	Наценка за прокладку фреоновой трассы скрытым способом (в штробе, за фальшстеной, в коробе)  (Скрытая прокладка для колонных систем особенно трудоёмка — трубы большого диаметра (до 19,05 мм) сложнее гнуть и изолировать)	пог.м.	2300-3900
ВК11.07	Монтаж наружного блока колонной системы на кровле или высоте свыше 3 м (без автовышки)  (Наружный блок колонной системы значительно тяжелее настенного (60–120 кг); подъём требует лебёдки или привлечения автовышки)	шт.	7800-13000
ВК11.08	Монтаж виброизолирующего основания под колонный блок  (Колонный блок работает с повышенным уровнем вибрации; виброоснование обязательно в жилых зданиях и объектах с требованиями к акустике)	шт.	3300-5200
ВК11.09	Монтаж антивандальной решётки и козырька на наружный блок колонной системы  (Наружный блок колонной системы крупнее и тяжелее — защитная конструкция должна быть усиленной; особенно актуально для объектов на первых этажах)	шт.	9100-16000
ВК11.10	Монтаж декоративного короба для маскировки фреоновой трассы колонной системы  (Применяется в ресторанах, торговых залах и представительских помещениях, где открытая трасса недопустима по дизайну)	пог.м.	910-1400
ВК11.11	Монтаж проводного пульта управления колонной системой с дистанционным управлением  (Проводной пульт — стандартное решение для колонных систем в общественных помещениях; позволяет управлять системой из удобного места, а не от самого блока)	шт.	2600-4600
ВК11.12	Наценка за монтаж колонной системы в действующем объекте (ресторан, торговый зал — работа в нерабочее время)  (Монтаж в ночное время или выходные дни в работающем заведении; включает дополнительные меры защиты интерьера и ускоренный темп работ)	смена	6500-12000
ВК11.13	Вакуумирование системы и проверка герметичности фреонового контура  (Для колонных систем объём фреонового контура больше — вакуумирование занимает дольше; рекомендуется двухэтапное вакуумирование с проверкой давления)	усл.	3900-6500
ВК11.14	Опрессовка фреонового контура азотом (при длине трассы свыше 10 м или скрытой прокладке)  (Обязательна при скрытой прокладке — утечка фреона в стене обнаруживается только специализированным оборудованием и устраняется с вскрытием отделки)	усл.	3600-5900
ВК11.15	Дозаправка системы фреоном R-410A при длине трассы свыше 7,5 м	кг.	2300-3600
ВК11.16	Пробный пуск, проверка всех режимов, замер токов и рабочих параметров  (Для колонных систем обязателен замер токов пуска и рабочих токов компрессора — перегрузка компрессора при длинных трассах критична)	усл.	3900-6500
ВК11.17	Сдача системы заказчику с инструктажем и составлением паспорта объекта  (Передача инструкции по эксплуатации, рекомендации по периодичности чистки фильтров, контактов сервисной службы; паспорт объекта — документ для гарантийного обслуживания)	усл.	3300-5200

## МОНТАЖ КАНАЛЬНЫХ СПЛИТ-СИСТЕМ
ВК12.01	Монтаж канального блока мощностью до 3,5 кВт (модель 07–12, низконапорный)  (Базовый монтаж включает: установку блока на шпильки к перекрытию, подключение фреоновой трассы до 5 м, дренажной линии, электропитания)	компл.	21000-29000
ВК12.02	Монтаж канального блока мощностью 3,5–7,0 кВт (модели 12–24, низко- и средненапорный)  (Базовый монтаж включает: установку блока на шпильки к перекрытию, подключение фреоновой трассы до 5 м, дренажной линии, электропитания)	компл.	29000-39000
ВК12.03	Монтаж канального блока мощностью 7,0–12,0 кВт (модели 24–40, средне- и высоконапорный)  (Базовый монтаж включает: установку блока на шпильки к перекрытию, подключение фреоновой трассы до 5 м, дренажной линии, электропитания; высоконапорные блоки при	компл.	39000-55000
ВК12.04	Монтаж канального блока мощностью 12,0–18,0 кВт (модели 40–60, высоконапорный)  (Базовый монтаж включает: установку блока на шпильки к перекрытию, подключение фреоновой трассы до 5 м, дренажной линии, электропитания; блоки данного класса — коммерческ	компл.	55000-78000
ВК12.05	Монтаж канального блока мощностью 18,0–28,0 кВт (модели 60–100, промышленный высоконапорный)  (Базовый монтаж включает: установку блока на шпильки к перекрытию, подключение фреоновой трассы до 5 м, дренажной линии, электропитания)	компл.	75000-107000
ВК12.06	Монтаж канального блока мощностью 28,0–40,0 кВт (модели 100–125, крупный промышленный)  (Базовый монтаж включает: установку блока на шпильки к перекрытию, подключение фреоновой трассы до 5 м, дренажной линии, электропитания; монтаж с применением таке	компл.	101000-143000
ВК12.07	Монтаж наружного блока канальной системы на кровлю или технический этаж  (Для канальных систем наружный блок чаще размещается на кровле или техэтаже, а не на фасаде — подъём крупного и тяжёлого блока требует отдельной оплаты)	шт.	10000-20000
ВК12.08	Монтаж приточного/вытяжного воздуховода в межпотолочном пространстве Ø до 160 мм	пог.м.	720-1040
ВК12.09	Монтаж приточного/вытяжного воздуховода в межпотолочном пространстве Ø 200–315 мм	пог.м.	980-1400
ВК12.10	Монтаж прямоугольного воздуховода канальной системы в межпотолочном пространстве (периметр до 1 000 мм)  (Прямоугольные воздуховоды применяются при ограниченной высоте межпотолочного пространства (менее 200 мм))	пог.м.	1170-1700
ВК12.11	Изоляция воздуховодов канального кондиционера каучуковым утеплителем Armaflex (или аналог)  (Обязательна для всех воздуховодов канального кондиционера в межпотолочном пространстве — без изоляции образуется конденсат и затопление потолка)	кв.м.	550-780
ВК12.12	Монтаж фасонных элементов воздуховодной сети (отводы, тройники, переходы) в межпотолочном пространстве  (Работа в стеснённых условиях межпотолочного пространства — трудоёмкость в 1,5–2 раза выше, чем в открытом доступе)	шт.	720-1110
ВК12.13	Установка приточной решётки или диффузора с подключением к воздуховоду канального кондиционера  (Включает монтаж решётки или диффузора, подключение к воздуховодной ветке и первичную балансировку расхода воздуха)	шт.	720-1110
ВК12.14	Монтаж воздухозаборной решётки (рециркуляционной) на канальный блок  (Рециркуляционная решётка — обязательный элемент канального блока; монтируется в подвесной потолок над блоком с соблюдением допустимого расстояния по документации)	шт.	1600-2300
ВК12.15	Монтаж патрубка подмеса свежего воздуха к канальному блоку (приточный воздухозабор)  (Опция канального кондиционера: часть воздуха берётся с улицы через отдельный патрубок; улучшает качество воздуха без отдельной приточной установки)	шт.	4600-7200
ВК12.16	Наценка за монтаж канального блока при высоте межпотолочного пространства менее 250 мм  (Работа в крайне стеснённых условиях: монтажник не может войти в межпотолочное пространство — весь монтаж выполняется через ревизионные люки, трудоёмкость выраста	шт.	5200-9000
ВК12.17	Наценка за монтаж канального блока на высоте потолка свыше 3,5 м (высокие потолки)  (Требуется строительная тура или автовышка; наценка — за дополнительное время и сложность работы)	шт.	4600-7800
ВК12.18	Монтаж ревизионных люков для обслуживания канального блока (в подвесном потолке)  (Обязательны для доступа к блоку и фильтрам без вскрытия потолка; минимум 2 люка на систему — у блока и у дренажного узла)	шт.	3300-5200
ВК12.19	Монтаж встроенного или выносного фильтра на канальный блок  (Дополнительный фильтр грубой или тонкой очистки (G4/F7) на воздухозаборе — повышает качество воздуха и защищает теплообменник блока)	шт.	2600-4600
ВК12.20	Монтаж проводного пульта управления или зонального термостата  (для канального кондиционера проводной пульт — стандарт, а не опция)	шт.	2600-4600
ВК12.21	Наценка за монтаж канальной системы в уже выполненном чистовом ремонте  (Монтаж без повреждения потолка и отделки — максимально осторожная работа через минимальные проёмы; занимает в 2–3 раза больше времени)	шт.	10400-20000
ВК12.22	Вакуумирование фреонового контура и проверка герметичности  (Рекомендуется двухэтапное вакуумирование с промежуточной проверкой давления; особенно важно при скрытых трассах)	усл.	3900-6500
ВК12.23	Опрессовка фреонового контура азотом (обязательна при скрытой прокладке трассы)  (При скрытой прокладке утечка фреона обнаруживается только течеискателем; опрессовка азотом — страховка до закрытия отделки)	усл.	3900-6500
ВК12.24	Аэродинамическая балансировка воздуховодной сети канального кондиционера (замер и регулировка расходов на всех решётках)  (Критически важная процедура: без балансировки часть помещений будет перегреваться, часть — недоохлаждаться. Выполняется анемоме	усл.	6500-13000
ВК12.25	Пробный пуск, проверка всех режимов и рабочих параметров системы  (Замер токов компрессора и вентилятора, проверка температуры подачи/обратки, контроль дренажа; оформление протокола пуска)	усл.	3900-6500
